id,name,type,alias,desc,date,role,tags
"fangorn","Forêt de Fangorn","place","Entwood","Ancienne forêt où vivent les Ents. Merry et Pippin y rencontrent Sylvebarbe.","","","ent,forêt,ancienne"
"mirkwood","Forêt Noire","place","Mirkwood, Vertbois-le-Grand","Grande forêt à l'est des Monts Brumeux. Royaume de Thranduil au nord, corrompue par Dol Guldur au sud.","","","forêt,elfe,danger"
"dolguldur","Dol Guldur","place","Colline de la Sorcellerie","Forteresse de Sauron dans le sud de la Forêt Noire, avant son retour en Mordor.","","","forteresse,sauron,forêt"
"deadmarshes","Marais des Morts","place","Dead Marshes","Marécages hantés entre l'Emyn Muil et le Mordor. Renferme les corps de soldats de l'ancienne bataille de Dagorlad.","","","marais,morts,danger"
"cirithungol","Cirith Ungol","place","Passage de l'Araignée","Col secret menant au Mordor. Gardé par Arachne et une tour d'orques.","","","mordor,passage,araignée"
"pelennor","Champs du Pelennor","place","Pelennor Fields","Plaines devant Minas Tirith. Site de la plus grande bataille de la Guerre de l'Anneau.","","","gondor,bataille,plaines"
"blackgate","Porte Noire","place","Morannon, Black Gate","Entrée principale du Mordor. Site de la bataille finale où Aragorn défie Sauron.","","","mordor,porte,bataille"
"greyhavens","Havres Gris","place","Mithlond, Grey Havens","Port elfique d'où partent les navires vers les Terres Immortelles. Frodon y embarque à la fin.","","","elfe,port,départ"
"bree","Bree","place","Village de Bree","Village à la croisée des chemins où Hobbits et Hommes cohabitent. Les hobbits y rencontrent Grand-Pas au Poney Fringant.","","","village,auberge,carrefour"
"weathertop","Mont Venteux","place","Amon Sûl, Weathertop","Colline fortifiée en ruines où Frodon est poignardé par le Roi-Sorcier.","","","ruines,danger,arnor"
"ithilien","Ithilien","place","Terre de la Lune","Province du Gondor à l'ouest du Mordor. Faramir y commande les Rôdeurs.","","","gondor,province,jardins"
"minasmorgul","Minas Morgul","place","Tour de la Sorcellerie, Minas Ithil","Ancienne Minas Ithil, corrompue par les Nazgûl. Émet une lueur verdâtre.","","","nazgûl,forteresse,mordor"
"erebor","Erebor","place","Montagne Solitaire, Lonely Mountain","Royaume nain reconquis par Thorin et sa compagnie dans Le Hobbit. Gouverné par Dáin II.","","","nain,montagne,royaume"
"dunharrow","Dunharrow","place","Fort le Cor","Refuge fortifié du Rohan dans les Montagnes Blanches. Entrée des Chemins des Morts.","","","rohan,refuge,montagne"
"pathsdead","Chemins des Morts","place","Paths of the Dead","Passage hanté sous les Montagnes Blanches. Aragorn y recrute l'Armée des Morts.","","","morts,passage,montagne"
"amonhen","Amon Hen","place","Colline de l'Œil","Colline au bord de l'Anduin. La Communauté s'y sépare après l'attaque des Uruk-hai.","","","colline,anduin,rupture"
"fellowship","Communauté de l'Anneau","org","Fellowship of the Ring, Les Neuf Marcheurs","Groupe de neuf compagnons formé à Fondcombe pour escorter Frodon et détruire l'Anneau: 4 Hobbits, 2 Hommes, 1 Elfe, 1 Nain, 1 Istari.","3018","ally","quête,alliance,anneau"
"nazgul","Les Nazgûl","org","Spectres de l'Anneau, Les Neuf","Neuf rois humains corrompus par les anneaux de pouvoir donnés par Sauron. Serviteurs les plus terrifiants du Seigneur Ténébreux.","","adversary","spectre,sauron,terreur"
"ents","Les Ents","org","Gardiens des Arbres, Onodrim","Créatures arborescentes anciennes qui gardent les forêts. Mènent l'assaut contre Isengard.","","ally","arbre,gardien,fangorn"
"rangers","Rôdeurs du Nord","org","Dúnedain du Nord, Rangers","Descendants des Dúnedain d'Arnor. Protègent secrètement les terres de l'Eriador dont la Comté.","","ally","dúnedain,protecteur,nord"
"rohirrim","Rohirrim","org","Seigneurs des Chevaux","Peuple cavalier du Rohan, descendants des Éothéod. Réputés pour leurs charges de cavalerie.","","ally","rohan,cavalier,guerre"
"whitecouncil","Conseil Blanc","org","White Council","Conseil des Sages composé des Istari et des grands Elfes. Dirigé par Saroumane, puis abandonné.","","ally","istari,elfe,conseil"
"urukhai","Uruk-hai","org","Uruks de Saroumane","Race d'orques supérieurs créés par Saroumane. Plus grands, plus forts, supportent la lumière du soleil.","","adversary","orque,isengard,saroumane"
"deadarmy","Armée des Morts","org","Morts de Dunharrow","Esprits des hommes de la montagne maudits par Isildur pour avoir brisé leur serment. Libérés par Aragorn après Pelennor.","","ally","morts,serment,armée"
"istari","Les Istari","org","Les Magiciens, Wizards","Cinq Maiar envoyés par les Valar pour contrer Sauron: Saroumane, Gandalf, Radagast, et deux Mages Bleus.","","ally","maiar,magicien,valar"
"oathbreakers","Parjures","org","Oathbreakers","Hommes des Montagnes Blanches qui jurèrent allégeance à Isildur mais le trahirent.","","","morts,serment,malédiction"
"councilel","Conseil d'Elrond","event","Council of Elrond","Réunion à Fondcombe où représentants des peuples libres décident du sort de l'Anneau et forment la Communauté.","3018-10-25","","conseil,fondcombe,décision"
"battlehelm","Bataille du Gouffre de Helm","event","Battle of Helm's Deep","Bataille défensive du Rohan contre 10 000 Uruk-hai de Saroumane. Victoire grâce à Gandalf et aux Huorns.","3019-03-03","","bataille,rohan,victoire"
"battlepelen","Bataille des Champs du Pelennor","event","Battle of Pelennor Fields","Plus grande bataille de la Guerre de l'Anneau. Le Rohan sauve Minas Tirith. Mort de Théoden et du Roi-Sorcier.","3019-03-15","","bataille,gondor,victoire"
"battlegate","Bataille de la Porte Noire","event","Battle of the Black Gate, Battle of the Morannon","Bataille de diversion menée par Aragorn pour permettre à Frodon d'atteindre la Montagne du Destin.","3019-03-25","","bataille,mordor,diversion"
"destruction","Destruction de l'Anneau","event","Destruction of the One Ring","Gollum arrache l'Anneau à Frodon et tombe dans le feu de la Montagne du Destin, détruisant l'Anneau et Sauron.","3019-03-25","","anneau,victoire,fin"
"entattack","Bataille d'Isengard","event","Destruction of Isengard","Les Ents attaquent et inondent Isengard, piégeant Saroumane dans Orthanc.","3019-03-03","","ents,isengard,victoire"
"birthday","Fête d'adieu de Bilbon","event","Bilbo's Farewell Party","111e anniversaire de Bilbon où il disparaît et lègue l'Anneau à Frodon.","3001-09-22","","fête,comté,anneau"
"weatherattack","Attaque du Mont Venteux","event","Attack on Weathertop","Les cinq Nazgûl attaquent les Hobbits. Frodon est poignardé par une lame de Morgul.","3018-10-06","","nazgûl,blessure,danger"
"moriapassage","Traversée de la Moria","event","Passage through Moria","La Communauté traverse les mines et affronte orques et trolls. Gandalf tombe face au Balrog.","3019-01-15","","moria,balrog,perte"
"boromirdeath","Mort de Boromir","event","Death of Boromir","Boromir meurt à Amon Hen en défendant Merry et Pippin contre les Uruk-hai.","3019-02-26","","mort,héros,sacrifice"
"gandalfreturn","Retour de Gandalf","event","Return of Gandalf","Gandalf revient comme Gandalf le Blanc après avoir vaincu le Balrog.","3019-02-14","","gandalf,résurrection,blanc"
"coronation","Couronnement d'Aragorn","event","Coronation of Aragorn","Aragorn est couronné Roi Elessar du Gondor réunifié avec l'Arnor.","3019-05-01","","roi,gondor,victoire"
"departure","Départ des Havres Gris","event","Departure from Grey Havens","Gandalf, Galadriel, Elrond, Bilbon et Frodon quittent la Terre du Milieu pour les Terres Immortelles.","3021-09-29","","départ,fin,elfes"
"scouring","Nettoyage de la Comté","event","Scouring of the Shire","Les quatre Hobbits libèrent la Comté de l'emprise de Saroumane. Mort de Saroumane et Gríma.","3019-11-03","","comté,libération,retour"
"onering","L'Anneau Unique","object","The One Ring, l'Anneau de Pouvoir, Isildur's Bane","Anneau forgé par Sauron dans la Montagne du Destin pour contrôler tous les autres anneaux et dominer la Terre du Milieu. Corrompt ses porteurs.","","","anneau,pouvoir,corruption"
"sting","Dard","object","Sting","Épée elfique trouvée par Bilbon. Brille en présence d'orques. Donnée à Frodon.","","","épée,elfe,frodon"
"anduril","Andúril","object","Flame of the West, Narsil reforgée","Épée d'Aragorn, reforgée à partir des fragments de Narsil, l'épée qui coupa l'Anneau de Sauron.","","","épée,roi,aragorn"
"narsil","Narsil","object","Épée d'Elendil","Épée d'Elendil brisée en coupant l'Anneau de Sauron. Ses fragments conservés à Fondcombe.","","","épée,brisée,elendil"
"glamdring","Glamdring","object","Marteleur d'Ennemis","Épée de Gandalf, ancienne épée du Roi de Gondolin. Trouvée dans le trésor des trolls.","","","épée,gandalf,elfe"
"mithril","Cotte de Mithril","object","Mithril Coat","Cotte de mailles en mithril donnée à Bilbon par Thorin, puis à Frodon. Sauve sa vie à Moria.","","","armure,mithril,protection"
"phial","Fiole de Galadriel","object","Phial of Galadriel, Lumière d'Eärendil","Fiole contenant la lumière de l'étoile d'Eärendil. Donnée à Frodon, repousse Arachne.","","","lumière,galadriel,protection"
"palantir","Palantír","object","Pierre de Vision, Seeing Stone","Pierres de vision permettant de communiquer à distance. Saroumane et Denethor corrompus par leur usage.","","","vision,danger,communication"
"narya","Narya","object","Anneau de Feu, Anneau Rouge","Un des Trois Anneaux elfiques. Porté par Gandalf, inspire courage et résistance.","","","anneau,elfe,feu"
"nenya","Nenya","object","Anneau d'Eau, Anneau de Diamant","Un des Trois Anneaux elfiques. Porté par Galadriel, protège et préserve la Lothlórien.","","","anneau,elfe,eau"
"vilya","Vilya","object","Anneau d'Air, Anneau de Saphir","Le plus puissant des Trois Anneaux elfiques. Porté par Elrond, protège Fondcombe.","","","anneau,elfe,air"
"silmarils","Silmarils","object","Les Silmarils de Fëanor","Trois joyaux créés par Fëanor contenant la lumière des Arbres. Leur histoire domine le Premier Âge.","","","joyaux,lumière,histoire"
"evenstar","Étoile du Soir","object","Evenstar","Pendentif d'Arwen donné à Aragorn comme gage d'amour et symbole de son choix de mortalité.","","","bijou,amour,mortalité"
"horn","Cor de Gondor","object","Horn of Gondor","Cor de Boromir. Son appel peut être entendu à grande distance.","","","cor,gondor,boromir"
"redbook","Livre Rouge de la Marche de l'Ouest","object","Red Book of Westmarch","Chronique écrite par Bilbon puis Frodon et Sam. Source du récit du Seigneur des Anneaux.","","","livre,histoire,chronique"
"orthanc","Orthanc","object","Tour d'Isengard","Tour noire indestructible d'Isengard. Contient un Palantír.","","","tour,isengard,pierre"
"balrog","Balrog de Moria","object","Fléau de Durin, Démon de Feu","Maiar corrompu par Morgoth. Éveillé par les Nains dans les profondeurs de Moria. Tué par Gandalf.","","adversary","maiar,démon,feu"
